query_id,ndcg_at_10,mrr,recall_at_10,recall_at_50,precision_at_10
0,0.8566545804700255,1.0,0.0033156498673740055,0.015915119363395226,1.0
1,0.4017352514221622,1.0,0.006346967559943582,0.03314527503526093,0.9
2,1.0,1.0,0.06329113924050633,0.310126582278481,1.0
3,0.9134166588977729,1.0,0.012953367875647668,0.04145077720207254,1.0
4,0.28511583585564515,1.0,0.042105263157894736,0.14210526315789473,0.8
5,1.0,1.0,0.007639419404125287,0.03819709702062643,1.0
6,0.9477344873475498,1.0,0.10101010101010101,0.25252525252525254,1.0
7,0.6689626151170586,1.0,0.016822429906542057,0.07102803738317758,0.9
8,1.0,1.0,0.10638297872340426,0.4787234042553192,1.0
9,1.0,1.0,0.006622516556291391,0.033112582781456956,1.0
10,0.955830517697074,1.0,0.056818181818181816,0.2727272727272727,1.0
11,1.0,1.0,0.007042253521126761,0.035211267605633804,1.0
12,0.9086768598011256,1.0,0.05649717514124294,0.24293785310734464,1.0
13,0.9575861412006988,1.0,0.17543859649122806,0.5789473684210527,1.0
14,0.7885497208855956,1.0,0.004455760661998727,0.008274984086569064,0.7
15,0.7437677542157901,1.0,0.016722408026755852,0.0802675585284281,1.0
16,0.40326670994592434,1.0,0.03007518796992481,0.11654135338345864,0.8
17,0.7817956026658199,1.0,0.0970873786407767,0.34951456310679613,1.0
18,1.0,1.0,0.0364963503649635,0.18248175182481752,1.0
19,0.4530643748551537,1.0,0.4,0.7,0.4
20,0.2560756417773792,1.0,0.07777777777777778,0.14444444444444443,0.7
21,0.3256530037357305,1.0,0.023622047244094488,0.047244094488188976,0.3
22,0.4259082959157029,1.0,0.05102040816326531,0.10204081632653061,1.0
23,0.9305687780632227,1.0,0.007328990228013029,0.039902280130293157,0.9
24,0.6988885181496467,1.0,0.004761904761904762,0.023809523809523808,1.0
25,1.0,1.0,0.04329004329004329,0.21645021645021645,1.0
26,0.9575861412006988,1.0,0.0030422878004259203,0.014907210222087009,1.0
27,0.8091026734983537,1.0,0.02631578947368421,0.10818713450292397,0.9
28,1.0,1.0,0.03333333333333333,0.16666666666666666,1.0
29,0.0,0.045454545454545456,0.0,0.021739130434782608,0.0
30,0.8532721558012798,1.0,0.029411764705882353,0.14411764705882352,1.0
31,0.5684191229557881,1.0,0.03571428571428571,0.05952380952380952,0.6
32,0.376525516282656,1.0,0.01098901098901099,0.016483516483516484,0.2
33,0.0,0.08333333333333333,0.0,0.01038961038961039,0.0
34,0.6726062426456196,1.0,0.010884353741496598,0.058503401360544216,0.8
35,0.37574719213263447,1.0,0.05813953488372093,0.25,1.0
36,0.8572775237534389,1.0,0.0641025641025641,0.2564102564102564,1.0
37,0.901447006056365,1.0,0.012150668286755772,0.0583232077764277,1.0
38,0.9558245273890439,1.0,0.04245283018867924,0.19811320754716982,0.9
39,0.4891005388287368,1.0,0.06711409395973154,0.33557046979865773,1.0
40,0.7165277109159841,1.0,0.06097560975609756,0.29878048780487804,1.0
41,0.9069212362975007,1.0,0.125,0.4875,1.0
42,0.3748259340932123,1.0,0.09333333333333334,0.3333333333333333,0.7
43,0.8519147813733783,1.0,0.009514747859181731,0.04567078972407231,1.0
44,0.6880938956799072,1.0,0.04608294930875576,0.2119815668202765,1.0
